0,0,.,-858993460
0,1,.,-858993460
0,2,.,-858993460
0,3,.,-858993460
0,4,.,-858993460
0,5,.,-858993460
0,6,.,-858993460
0,7,.,-858993460
0,8,.,-858993460
0,9,.,-858993460
0,10,.,-858993460
0,11,.,-858993460
0,12,.,-858993460
0,13,.,-858993460
0,14,.,-858993460
0,15,.,-858993460
0,16,.,-858993460
0,17,.,-858993460
0,18,.,-858993460
0,19,.,-858993460
0,20,.,-858993460
0,21,.,-858993460
0,22,.,-858993460
0,23,.,-858993460
0,24,.,-858993460
0,25,.,-858993460
0,26,.,-858993460
0,27,.,-858993460
0,28,.,-858993460
0,29,.,-858993460
0,30,.,-858993460
0,31,.,-858993460
0,32,.,-858993460
0,33,.,-858993460
0,34,.,-858993460
0,35,.,-858993460
0,36,.,-858993460
0,37,.,-858993460
0,38,.,-858993460
0,39,.,-858993460
0,40,.,-858993460
0,41,.,-858993460
0,42,.,-858993460
0,43,.,-858993460
0,44,.,-858993460
0,45,.,-858993460
0,46,.,-858993460
0,47,.,-858993460
0,48,.,-858993460
0,49,.,-858993460
0,50,.,-858993460
0,51,.,-858993460
0,52,.,-858993460
0,53,.,-858993460
0,54,.,-858993460
0,55,.,-858993460
0,56,.,-858993460
0,57,.,-858993460
0,58,.,-858993460
0,59,.,-858993460
0,60,.,-858993460
0,61,.,-858993460
0,62,.,-858993460
0,63,.,-858993460
0,64,.,-858993460
0,65,.,-858993460
0,66,.,-858993460
0,67,.,-858993460
0,68,.,-858993460
0,69,.,-858993460
0,70,.,-858993460
0,71,.,-858993460
0,72,.,-858993460
0,73,.,-858993460
0,74,.,-858993460
1,0,.,-858993460
1,1,.,-858993460
1,2,.,-858993460
1,3,.,-858993460
1,4,.,-858993460
1,5,.,-858993460
1,6,.,-858993460
1,7,.,-858993460
1,8,.,-858993460
1,9,.,-858993460
1,10,.,-858993460
1,11,.,-858993460
1,12,.,-858993460
1,13,.,-858993460
1,14,.,-858993460
1,15,.,-858993460
1,16,.,-858993460
1,17,.,-858993460
1,18,.,-858993460
1,19,.,-858993460
1,20,.,-858993460
1,21,.,-858993460
1,22,.,-858993460
1,23,.,-858993460
1,24,.,-858993460
1,25,.,-858993460
1,26,.,-858993460
1,27,.,-858993460
1,28,.,-858993460
1,29,.,-858993460
1,30,.,-858993460
1,31,.,-858993460
1,32,.,-858993460
1,33,.,-858993460
1,34,.,-858993460
1,35,.,-858993460
1,36,.,-858993460
1,37,.,-858993460
1,38,.,-858993460
1,39,.,-858993460
1,40,.,-858993460
1,41,.,-858993460
1,42,.,-858993460
1,43,.,-858993460
1,44,.,-858993460
1,45,.,-858993460
1,46,.,-858993460
1,47,.,-858993460
1,48,.,-858993460
1,49,.,-858993460
1,50,.,-858993460
1,51,.,-858993460
1,52,.,-858993460
1,53,.,-858993460
1,54,.,-858993460
1,55,.,-858993460
1,56,.,-858993460
1,57,.,-858993460
1,58,.,-858993460
1,59,.,-858993460
1,60,.,-858993460
1,61,.,-858993460
1,62,.,-858993460
1,63,.,-858993460
1,64,.,-858993460
1,65,.,-858993460
1,66,.,-858993460
1,67,.,-858993460
1,68,.,-858993460
1,69,.,-858993460
1,70,.,-858993460
1,71,.,-858993460
1,72,.,-858993460
1,73,.,-858993460
1,74,.,-858993460
2,0,.,-858993460
2,1,.,-858993460
2,2,.,-858993460
2,3,.,-858993460
2,4,.,-858993460
2,5,.,-858993460
2,6,.,-858993460
2,7,.,-858993460
2,8,.,-858993460
2,9,.,-858993460
2,10,.,-858993460
2,11,.,-858993460
2,12,.,-858993460
2,13,.,-858993460
2,14,.,-858993460
2,15,.,-858993460
2,16,.,-858993460
2,17,.,-858993460
2,18,.,-858993460
2,19,.,-858993460
2,20,.,-858993460
2,21,.,-858993460
2,22,.,-858993460
2,23,.,-858993460
2,24,.,-858993460
2,25,.,-858993460
2,26,.,-858993460
2,27,.,-858993460
2,28,.,-858993460
2,29,.,-858993460
2,30,.,-858993460
2,31,.,-858993460
2,32,.,-858993460
2,33,.,-858993460
2,34,.,-858993460
2,35,.,-858993460
2,36,.,-858993460
2,37,.,-858993460
2,38,.,-858993460
2,39,.,-858993460
2,40,.,-858993460
2,41,.,-858993460
2,42,.,-858993460
2,43,.,-858993460
2,44,.,-858993460
2,45,.,-858993460
2,46,.,-858993460
2,47,.,-858993460
2,48,.,-858993460
2,49,.,-858993460
2,50,.,-858993460
2,51,.,-858993460
2,52,.,-858993460
2,53,.,-858993460
2,54,.,-858993460
2,55,.,-858993460
2,56,.,-858993460
2,57,.,-858993460
2,58,.,-858993460
2,59,.,-858993460
2,60,.,-858993460
2,61,.,-858993460
2,62,.,-858993460
2,63,.,-858993460
2,64,.,-858993460
2,65,.,-858993460
2,66,.,-858993460
2,67,.,-858993460
2,68,.,-858993460
2,69,.,-858993460
2,70,.,-858993460
2,71,.,-858993460
2,72,.,-858993460
2,73,.,-858993460
2,74,.,-858993460
3,0,.,-858993460
3,1,.,-858993460
3,2,.,-858993460
3,3,.,-858993460
3,4,.,-858993460
3,5,.,-858993460
3,6,.,-858993460
3,7,.,-858993460
3,8,.,-858993460
3,9,.,-858993460
3,10,.,-858993460
3,11,.,-858993460
3,12,.,-858993460
3,13,.,-858993460
3,14,.,-858993460
3,15,.,-858993460
3,16,.,-858993460
3,17,.,-858993460
3,18,.,-858993460
3,19,.,-858993460
3,20,.,-858993460
3,21,.,-858993460
3,22,.,-858993460
3,23,.,-858993460
3,24,.,-858993460
3,25,.,-858993460
3,26,.,-858993460
3,27,.,-858993460
3,28,.,-858993460
3,29,.,-858993460
3,30,.,-858993460
3,31,.,-858993460
3,32,.,-858993460
3,33,.,-858993460
3,34,.,-858993460
3,35,.,-858993460
3,36,.,-858993460
3,37,.,-858993460
3,38,.,-858993460
3,39,.,-858993460
3,40,.,-858993460
3,41,.,-858993460
3,42,.,-858993460
3,43,.,-858993460
3,44,.,-858993460
3,45,.,-858993460
3,46,.,-858993460
3,47,.,-858993460
3,48,.,-858993460
3,49,.,-858993460
3,50,.,-858993460
3,51,.,-858993460
3,52,.,-858993460
3,53,.,-858993460
3,54,.,-858993460
3,55,.,-858993460
3,56,.,-858993460
3,57,.,-858993460
3,58,.,-858993460
3,59,.,-858993460
3,60,.,-858993460
